line_ref,route_short_name,operator_id,operator_name,lat,lon,bearing,velocity,recorded_at
20296,20296,16,Kavim,31.748292,35.186504,192,0.0,2026-04-19T14:34:58+00:00
20296,20296,16,Kavim,31.752538,35.189517,70,0.0,2026-04-19T14:35:40+00:00
20296,20296,16,Kavim,31.763257,35.186286,14,0.0,2026-04-19T14:35:23+00:00
20296,20296,16,Kavim,31.76785,35.19564,18,14.0,2026-04-19T14:35:28+00:00
20296,20296,16,Kavim,31.798877,35.202087,89,65.0,2026-04-19T14:35:31+00:00
20296,20296,16,Kavim,31.82393,35.191871,116,18.0,2026-04-19T14:35:36+00:00
20112,20112,18,Galim,31.966094,34.925544,288,90.0,2026-04-19T14:35:36+00:00
20113,20113,18,Galim,32.113979,34.841602,300,0.0,2026-04-19T14:35:01+00:00
20113,20113,18,Galim,31.991317,34.963375,196,7.0,2026-04-19T14:35:14+00:00
20160,20160,15,Nateev Express,32.178638,34.927051,266,0.0,2026-04-19T14:30:02+00:00
20160,20160,15,Nateev Express,32.115085,34.90279,184,0.0,2026-04-19T14:35:31+00:00
20160,20160,15,Nateev Express,32.072322,34.892642,112,0.0,2026-04-19T14:08:03+00:00
20160,20160,15,Nateev Express,32.099475,34.879169,282,0.0,2026-04-19T14:35:24+00:00
20160,20160,15,Nateev Express,32.081817,34.874244,94,14.0,2026-04-19T14:35:32+00:00
20166,20166,15,Nateev Express,32.160747,34.937038,298,18.0,2026-04-19T14:35:00+00:00
20166,20166,15,Nateev Express,32.171817,34.923389,301,0.0,2026-04-19T14:35:24+00:00
20166,20166,15,Nateev Express,32.171085,34.828403,96,0.0,2026-04-19T14:27:03+00:00
20166,20166,15,Nateev Express,32.185909,34.905467,0,0.0,2026-04-19T14:31:57+00:00
20167,20167,15,Nateev Express,32.15908,34.92263,50,0.0,2026-04-19T14:32:02+00:00
20167,20167,15,Nateev Express,32.19091,34.891372,156,0.0,2026-04-19T15:02:04+00:00
20167,20167,15,Nateev Express,32.182128,34.89878,128,0.0,2026-04-19T14:35:36+00:00
20167,20167,15,Nateev Express,32.173141,34.919342,194,0.0,2026-04-19T14:35:33+00:00
20161,20161,15,Nateev Express,32.076267,34.884864,230,0.0,2026-04-19T14:35:21+00:00
20161,20161,15,Nateev Express,32.098594,34.87886,182,14.0,2026-04-19T14:35:32+00:00
20161,20161,15,Nateev Express,32.127468,34.903846,346,47.0,2026-04-19T14:35:25+00:00
20161,20161,15,Nateev Express,32.156139,34.804328,114,0.0,2026-04-19T13:47:53+00:00
20161,20161,15,Nateev Express,32.160053,34.902477,44,0.0,2026-04-19T14:35:12+00:00
20161,20161,15,Nateev Express,32.176452,34.903564,18,0.0,2026-04-19T14:35:29+00:00
20911,20911,24,,32.877117,35.784503,346,0.0,2026-04-19T14:27:29+00:00
29363,29363,18,Galim,32.059852,34.782859,134,47.0,2026-04-19T14:35:20+00:00
29363,29363,18,Galim,31.96029,34.851116,145,22.0,2026-04-19T14:34:47+00:00
29280,29280,3,Dan,32.037823,34.756344,296,40.0,2026-04-19T14:35:14+00:00
29280,29280,3,Dan,32.005463,34.738895,236,32.0,2026-04-19T14:35:41+00:00
29280,29280,3,Dan,31.983797,34.768383,116,40.0,2026-04-19T14:35:41+00:00
29280,29280,3,Dan,31.963137,34.799957,170,0.0,2026-04-19T14:35:42+00:00
29280,29280,3,Dan,31.961826,34.820908,110,0.0,2026-04-19T14:35:38+00:00
29280,29280,3,Dan,31.957706,34.823078,196,36.0,2026-04-19T14:35:41+00:00
29280,29280,3,Dan,31.954552,34.821625,200,18.0,2026-04-19T14:35:39+00:00
29283,29283,3,Dan,31.965605,34.816998,172,29.0,2026-04-19T14:35:37+00:00
29283,29283,3,Dan,31.975542,34.796337,338,14.0,2026-04-19T14:35:29+00:00
29283,29283,3,Dan,31.992111,34.74733,302,47.0,2026-04-19T14:35:40+00:00
29283,29283,3,Dan,31.987446,34.757347,238,0.0,2026-04-19T14:35:39+00:00
29284,29284,3,Dan,32.001774,34.747387,270,0.0,2026-04-19T14:35:00+00:00
29284,29284,3,Dan,32.005039,34.738071,194,25.0,2026-04-19T14:35:43+00:00
29284,29284,3,Dan,31.979628,34.778957,106,40.0,2026-04-19T14:35:40+00:00
29284,29284,3,Dan,32.001087,34.746052,36,6.0,2026-04-19T14:05:45+00:00
29276,29276,3,Dan,31.988785,34.811817,192,7.0,2026-04-19T14:35:28+00:00
29276,29276,3,Dan,31.963984,34.801208,262,22.0,2026-04-19T14:35:41+00:00
29276,29276,3,Dan,31.949839,34.761604,0,22.0,2026-04-19T14:35:41+00:00
29279,29279,3,Dan,31.948971,34.804745,302,0.0,2026-04-19T14:35:00+00:00
29279,29279,3,Dan,31.949488,34.818417,104,22.0,2026-04-19T14:35:30+00:00
29279,29279,3,Dan,31.963295,34.80761,0,25.0,2026-04-19T14:35:41+00:00
29279,29279,3,Dan,31.980087,34.778069,282,36.0,2026-04-19T14:35:40+00:00
29279,29279,3,Dan,31.988756,34.753407,296,36.0,2026-04-19T14:35:27+00:00
29279,29279,3,Dan,31.998861,34.739517,72,0.0,2026-04-19T14:35:38+00:00
29279,29279,3,Dan,32.00853,34.742645,52,0.0,2026-04-19T14:35:37+00:00
29279,29279,3,Dan,32.036289,34.756752,88,18.0,2026-04-19T14:35:19+00:00
29265,29265,5,Egged,32.028584,34.881119,324,25.0,2026-04-19T14:34:50+00:00
29265,29265,5,Egged,32.01178,34.840736,250,47.0,2026-04-19T14:32:38+00:00
29265,29265,5,Egged,32.0056,34.798607,270,0.0,2026-04-19T14:35:36+00:00
29265,29265,5,Egged,32.013672,34.771004,286,0.0,2026-04-19T14:33:50+00:00
29265,29265,5,Egged,32.021618,34.754517,348,7.0,2026-04-19T14:35:40+00:00
29266,29266,5,Egged,32.020905,34.754517,180,0.0,2026-04-19T14:35:28+00:00
29266,29266,5,Egged,32.010429,34.785145,96,0.0,2026-04-19T14:35:35+00:00
29266,29266,5,Egged,32.006939,34.800949,51,18.0,2026-04-19T14:34:13+00:00
29266,29266,5,Egged,32.006462,34.816929,146,0.0,2026-04-19T14:28:30+00:00
29266,29266,5,Egged,32.028233,34.886219,90,0.0,2026-04-19T14:35:07+00:00
20819,20819,15,Nateev Express,32.14141,34.894363,178,65.0,2026-04-19T14:28:14+00:00
20819,20819,15,Nateev Express,32.178623,34.927127,330,0.0,2026-04-19T14:04:03+00:00
20819,20819,15,Nateev Express,32.164337,34.848743,186,0.0,2026-04-19T14:35:26+00:00
20816,20816,15,Nateev Express,32.161453,34.796817,200,40.0,2026-04-19T14:12:11+00:00
20816,20816,15,Nateev Express,32.181179,34.849819,250,0.0,2026-04-19T14:35:01+00:00
20816,20816,15,Nateev Express,32.155673,34.847454,250,18.0,2026-04-19T14:35:28+00:00
20816,20816,15,Nateev Express,32.16724,34.842311,0,0.0,2026-04-19T14:34:20+00:00
20816,20816,15,Nateev Express,32.160652,34.796554,188,0.0,2026-04-19T14:02:03+00:00
20816,20816,15,Nateev Express,32.20018,34.891143,84,0.0,2026-04-19T14:01:03+00:00
20817,20817,15,Nateev Express,32.160888,34.796756,22,0.0,2026-04-19T14:35:00+00:00
20817,20817,15,Nateev Express,32.164031,34.822383,100,0.0,2026-04-19T14:35:34+00:00
20817,20817,15,Nateev Express,32.161117,34.796714,194,0.0,2026-04-19T14:12:03+00:00
20817,20817,15,Nateev Express,32.1571,34.8413,86,22.0,2026-04-19T14:35:28+00:00
20817,20817,15,Nateev Express,32.177211,34.851696,12,54.0,2026-04-19T14:34:53+00:00
20818,20818,15,Nateev Express,32.160026,34.937732,82,0.0,2026-04-19T14:11:03+00:00
20818,20818,15,Nateev Express,32.164432,34.819786,104,0.0,2026-04-19T14:35:01+00:00
20818,20818,15,Nateev Express,32.173149,34.841415,167,32.0,2026-04-19T15:12:31+00:00
20818,20818,15,Nateev Express,32.17316,34.841354,26,0.0,2026-04-19T14:35:32+00:00
20818,20818,15,Nateev Express,32.162322,34.854736,108,14.0,2026-04-19T14:35:18+00:00
20818,20818,15,Nateev Express,32.178161,34.926937,290,7.0,2026-04-19T14:13:03+00:00
20812,20812,5,Egged,32.112686,34.904358,120,29.0,2026-04-19T14:35:31+00:00
20812,20812,5,Egged,32.095394,34.819584,348,0.0,2026-04-19T14:34:03+00:00
20812,20812,5,Egged,32.092232,34.779072,278,0.0,2026-04-19T14:35:01+00:00
20812,20812,5,Egged,32.091576,34.776093,226,0.0,2026-04-19T14:29:53+00:00
20870,20870,25,Egged,32.108421,34.962093,270,11.0,2026-04-19T14:35:39+00:00
20870,20870,25,Egged,32.077766,34.792831,22,0.0,2026-04-19T14:35:42+00:00
20878,20878,14,Nateev Express,32.928924,35.323917,250,47.0,2026-04-19T14:35:35+00:00
20850,20850,5,Egged,32.082851,34.796192,234,0.0,2026-04-19T14:34:28+00:00
20850,20850,5,Egged,32.097988,34.864441,64,0.0,2026-04-19T14:32:18+00:00
20849,20849,5,Egged,32.101036,34.872749,168,14.0,2026-04-19T14:33:19+00:00
20849,20849,5,Egged,32.088863,34.815445,252,29.0,2026-04-19T14:34:42+00:00
20846,20846,35,,31.717945,34.986373,231,50.0,2026-04-19T14:30:37+00:00
20847,20847,35,,31.612081,34.761539,344,40.0,2026-04-19T14:35:23+00:00
29241,29241,3,Dan,31.899652,34.810013,332,0.0,2026-04-19T14:35:04+00:00
29242,29242,3,Dan,31.893608,34.808147,240,0.0,2026-04-19T14:35:00+00:00
29242,29242,3,Dan,31.900122,34.809776,168,4.0,2026-04-19T14:35:32+00:00
29243,29243,3,Dan,31.8785,34.817238,104,0.0,2026-04-19T14:35:33+00:00
29225,29225,3,Dan,31.950197,34.762554,262,25.0,2026-04-19T14:35:40+00:00
29225,29225,3,Dan,31.950197,34.762554,262,25.0,2026-04-19T14:35:40+00:00
29225,29225,3,Dan,31.966789,34.784397,290,29.0,2026-04-19T14:35:25+00:00
29225,29225,3,Dan,31.966789,34.784397,290,29.0,2026-04-19T14:35:25+00:00
29225,29225,3,Dan,31.999313,34.819725,24,40.0,2026-04-19T14:34:59+00:00
29225,29225,3,Dan,31.999313,34.819725,24,40.0,2026-04-19T14:34:59+00:00
29226,29226,3,Dan,32.009518,34.80024,36,36.0,2026-04-19T14:35:42+00:00
29226,29226,3,Dan,31.969252,34.843746,142,29.0,2026-04-19T14:35:40+00:00
29226,29226,3,Dan,31.91655,34.867317,94,0.0,2026-04-19T14:35:42+00:00
29191,29191,3,Dan,31.896049,34.811161,346,22.0,2026-04-19T14:35:42+00:00
29188,29188,3,Dan,32.098915,34.779633,184,0.0,2026-04-19T14:35:00+00:00
29188,29188,3,Dan,31.966141,34.762646,123,76.0,2026-04-19T14:35:41+00:00
20757,20757,31,Nadan,31.457395,34.52602,226,83.0,2026-04-19T14:35:32+00:00
20752,20752,25,Egged,32.08403,34.953353,254,36.0,2026-04-19T14:35:38+00:00
20752,20752,25,Egged,32.076782,34.791816,20,0.0,2026-04-19T14:35:31+00:00
20753,20753,25,Egged,32.08263,34.795753,342,0.0,2026-04-19T14:35:00+00:00
20753,20753,25,Egged,32.068408,34.80252,180,0.0,2026-04-19T14:35:33+00:00
20753,20753,25,Egged,32.065559,34.845958,42,0.0,2026-04-19T14:35:41+00:00
20753,20753,25,Egged,32.082786,34.978404,303,25.0,2026-04-19T14:35:41+00:00
20740,20740,18,Galim,32.500911,34.922798,168,0.0,2026-04-19T14:29:27+00:00
20741,20741,18,Galim,32.484725,34.914226,224,0.0,2026-04-19T14:32:15+00:00
20741,20741,18,Galim,32.501255,34.916744,290,0.0,2026-04-19T14:28:59+00:00
20785,20785,6,Egged Taavura,32.718563,35.299842,310,0.0,2026-04-19T14:35:00+00:00
20693,20693,18,Galim,31.90916,35.007434,320,0.0,2026-04-19T14:24:14+00:00
20693,20693,18,Galim,31.881303,35.016929,292,0.0,2026-04-19T14:02:17+00:00
20693,20693,18,Galim,31.898557,35.009159,236,43.0,2026-04-19T14:35:28+00:00
20693,20693,18,Galim,31.913593,35.004692,48,40.0,2026-04-19T14:35:29+00:00
20690,20690,16,Kavim,32.67947,35.239112,318,0.0,2026-04-19T14:35:00+00:00
20690,20690,16,Kavim,32.681636,35.237327,282,18.0,2026-04-19T14:35:31+00:00
20691,20691,16,Kavim,32.672752,35.245246,266,0.0,2026-04-19T14:35:00+00:00
20691,20691,16,Kavim,32.681045,35.240444,178,0.0,2026-04-19T14:35:31+00:00
20692,20692,18,Galim,31.908769,35.007724,308,0.0,2026-04-19T14:35:00+00:00
20692,20692,18,Galim,31.906143,35.001811,182,25.0,2026-04-19T14:35:02+00:00
20692,20692,18,Galim,31.899375,35.012779,87,47.0,2026-04-19T14:35:29+00:00
20682,20682,16,Kavim,32.663192,35.235382,353,0.0,2026-04-19T14:34:56+00:00
20684,20684,16,Kavim,32.681465,35.241146,300,0.0,2026-04-19T14:35:39+00:00
20680,20680,16,Kavim,32.679405,35.239162,318,0.0,2026-04-19T14:03:26+00:00
20680,20680,16,Kavim,32.683891,35.238853,302,14.0,2026-04-19T14:35:36+00:00
20686,20686,16,Kavim,32.65485,35.244441,282,0.0,2026-04-19T14:30:00+00:00
29092,29092,31,Nadan,31.534498,34.592617,248,18.0,2026-04-19T14:35:00+00:00
29092,29092,31,Nadan,31.518793,34.591285,240,22.0,2026-04-19T14:35:29+00:00
29093,29093,31,Nadan,31.522558,34.60033,98,18.0,2026-04-19T14:35:40+00:00
29094,29094,15,Nateev Express,32.174072,34.913822,112,0.0,2026-04-19T14:33:03+00:00
29094,29094,15,Nateev Express,32.048595,34.813789,182,0.0,2026-04-19T13:56:03+00:00
29094,29094,15,Nateev Express,32.145805,34.839263,286,18.0,2026-04-19T14:35:00+00:00
29095,29095,15,Nateev Express,32.146839,34.805877,108,22.0,2026-04-19T14:32:38+00:00
29095,29095,15,Nateev Express,32.138694,34.835544,102,0.0,2026-04-19T14:34:47+00:00
29095,29095,15,Nateev Express,32.129627,34.860023,244,0.0,2026-04-19T14:22:03+00:00
29095,29095,15,Nateev Express,32.133911,34.858673,104,18.0,2026-04-19T14:35:36+00:00
29099,29099,3,Dan,31.739908,35.181683,92,0.0,2026-04-19T14:35:00+00:00
3073,3073,3,Dan,31.899754,34.790386,176,22.0,2026-04-19T14:34:46+00:00
3073,3073,3,Dan,31.894863,34.794926,58,0.0,2026-04-19T14:35:41+00:00
3073,3073,3,Dan,31.896917,34.799175,54,29.0,2026-04-19T14:35:27+00:00
3073,3073,3,Dan,31.876541,34.818848,172,25.0,2026-04-19T14:35:35+00:00
3067,3067,3,Dan,31.892717,34.798477,14,0.0,2026-04-19T14:35:30+00:00
3067,3067,3,Dan,31.859673,34.813103,0,0.0,2026-04-19T14:35:12+00:00
3067,3067,3,Dan,31.898329,34.810509,344,0.0,2026-04-19T14:35:17+00:00
3067,3067,3,Dan,31.911383,34.802876,336,0.0,2026-04-19T14:35:17+00:00
20635,20635,44,GB Tours,31.783282,35.231421,144,0.0,2026-04-19T14:35:35+00:00
20635,20635,44,GB Tours,31.766182,35.230116,163,16.0,2026-04-19T14:35:41+00:00
20637,20637,42,Malam,31.783639,35.263495,283,0.0,2026-04-19T14:35:49+00:00
20637,20637,42,Malam,31.783475,35.231013,275,0.0,2026-04-19T14:35:33+00:00
20637,20637,42,Malam,31.784606,35.269411,54,73.0,2026-04-19T14:35:48+00:00
20634,20634,44,GB Tours,31.78367,35.231571,352,1.0,2026-04-19T14:35:45+00:00
20634,20634,44,GB Tours,31.766641,35.247006,160,12.0,2026-04-19T14:35:35+00:00
20634,20634,44,GB Tours,31.769687,35.235113,12,0.0,2026-04-19T14:35:43+00:00
20626,20626,42,Malam,31.877169,35.216999,168,9.0,2026-04-19T14:35:38+00:00
20627,20627,42,Malam,31.849915,35.228493,69,21.0,2026-04-19T14:35:33+00:00
20612,20612,15,Nateev Express,30.691724,34.785037,167,32.0,2026-04-19T14:35:29+00:00
20607,20607,31,Nadan,31.668323,34.571975,254,0.0,2026-04-19T14:34:20+00:00
20677,20677,18,Galim,31.958465,34.91986,77,43.0,2026-04-19T14:35:39+00:00
20660,20660,18,Galim,31.881233,35.017265,288,0.0,2026-04-19T13:45:17+00:00
20660,20660,18,Galim,31.89908,35.006347,80,4.0,2026-04-19T14:35:36+00:00
20660,20660,18,Galim,31.885128,34.964279,30,43.0,2026-04-19T14:35:36+00:00
20661,20661,18,Galim,31.896011,34.976699,167,47.0,2026-04-19T14:35:34+00:00
20662,20662,18,Galim,31.907266,35.01604,122,25.0,2026-04-19T14:35:17+00:00
20662,20662,18,Galim,31.880069,35.001399,83,36.0,2026-04-19T14:35:29+00:00
20663,20663,18,Galim,31.909049,35.007537,30,0.0,2026-04-19T13:55:17+00:00
20663,20663,18,Galim,31.880886,35.018142,294,0.0,2026-04-19T13:48:17+00:00
20663,20663,18,Galim,31.893079,35.006149,285,32.0,2026-04-19T14:35:30+00:00
20663,20663,18,Galim,31.908254,35.014007,299,25.0,2026-04-19T14:35:21+00:00
20664,20664,18,Galim,31.920419,35.004081,288,0.0,2026-04-19T13:59:17+00:00
20664,20664,18,Galim,31.900058,35.006118,270,22.0,2026-04-19T13:52:17+00:00
20664,20664,18,Galim,31.910419,35.013282,138,11.0,2026-04-19T14:35:33+00:00
20664,20664,18,Galim,31.877536,35.00782,258,29.0,2026-04-19T14:20:29+00:00
20664,20664,18,Galim,31.899005,35.007823,116,0.0,2026-04-19T14:35:17+00:00
2153055,2153055,,Unknown,,,22,,
2153050,2153050,,Unknown,,,22,,
2153047,2153047,,Unknown,,,22,,
2153041,2153041,,Unknown,,,22,,
2153034,2153034,,Unknown,,,22,,
2153033,2153033,,Unknown,,,22,,
2153031,2153031,,Unknown,,,22,,
2153027,2153027,,Unknown,,,22,,
2153025,2153025,,Unknown,,,22,,
2153023,2153023,,Unknown,,,22,,
2153020,2153020,,Unknown,,,22,,
2153019,2153019,,Unknown,,,22,,
2153017,2153017,,Unknown,,,22,,
2146734,2146734,,Unknown,,,78,,
2146732,2146732,,Unknown,,,78,,
2146715,2146715,,Unknown,,,78,,
2146713,2146713,,Unknown,,,78,,
2146712,2146712,,Unknown,,,78,,
2146707,2146707,,Unknown,,,78,,
2146705,2146705,,Unknown,,,78,,
2146704,2146704,,Unknown,,,78,,
2146700,2146700,,Unknown,,,78,,
2146695,2146695,,Unknown,,,78,,
2146685,2146685,,Unknown,,,78,,
2146684,2146684,,Unknown,,,78,,
2146679,2146679,,Unknown,,,78,,
2146674,2146674,,Unknown,,,78,,
2146668,2146668,,Unknown,,,78,,
2146666,2146666,,Unknown,,,78,,
2146661,2146661,,Unknown,,,78,,
2153060,2153060,,Unknown,,,22,,
2153059,2153059,,Unknown,,,22,,
2153058,2153058,,Unknown,,,22,,
2153049,2153049,,Unknown,,,22,,
2153044,2153044,,Unknown,,,22,,
2153039,2153039,,Unknown,,,22,,
2153038,2153038,,Unknown,,,22,,
2153035,2153035,,Unknown,,,22,,
2153029,2153029,,Unknown,,,22,,
2153028,2153028,,Unknown,,,22,,
2153026,2153026,,Unknown,,,22,,
2153024,2153024,,Unknown,,,22,,
2153021,2153021,,Unknown,,,22,,
2153016,2153016,,Unknown,,,22,,
2153013,2153013,,Unknown,,,22,,
2153010,2153010,,Unknown,,,22,,
2153008,2153008,,Unknown,,,22,,
2152932,2152932,,Unknown,,,22,,
2127791,2127791,,Unknown,,,0,,
2146734,2146734,,Unknown,,,78,,
2146732,2146732,,Unknown,,,78,,
2146715,2146715,,Unknown,,,78,,
2146713,2146713,,Unknown,,,78,,
2146712,2146712,,Unknown,,,78,,
2146707,2146707,,Unknown,,,78,,
2146705,2146705,,Unknown,,,78,,
2146704,2146704,,Unknown,,,78,,
2146700,2146700,,Unknown,,,78,,
2146695,2146695,,Unknown,,,78,,
2146685,2146685,,Unknown,,,78,,
2146684,2146684,,Unknown,,,78,,
2146679,2146679,,Unknown,,,78,,
2146674,2146674,,Unknown,,,78,,
2146668,2146668,,Unknown,,,78,,
2146666,2146666,,Unknown,,,78,,
2146661,2146661,,Unknown,,,78,,
2153060,2153060,,Unknown,,,22,,
2153059,2153059,,Unknown,,,22,,
2153058,2153058,,Unknown,,,22,,
2153049,2153049,,Unknown,,,22,,
2153044,2153044,,Unknown,,,22,,
2153039,2153039,,Unknown,,,22,,
2153038,2153038,,Unknown,,,22,,
2153035,2153035,,Unknown,,,22,,
2153029,2153029,,Unknown,,,22,,
2153028,2153028,,Unknown,,,22,,
2153026,2153026,,Unknown,,,22,,
2153024,2153024,,Unknown,,,22,,
2153021,2153021,,Unknown,,,22,,
2153016,2153016,,Unknown,,,22,,
2153013,2153013,,Unknown,,,22,,
2153010,2153010,,Unknown,,,22,,
2153008,2153008,,Unknown,,,22,,
2152932,2152932,,Unknown,,,22,,
2127791,2127791,,Unknown,,,0,,
2146729,2146729,,Unknown,,,78,,
2146727,2146727,,Unknown,,,78,,
2146723,2146723,,Unknown,,,78,,
2146722,2146722,,Unknown,,,78,,
2146721,2146721,,Unknown,,,78,,
2146703,2146703,,Unknown,,,78,,
2146702,2146702,,Unknown,,,78,,
2146699,2146699,,Unknown,,,78,,
2146698,2146698,,Unknown,,,78,,
2146697,2146697,,Unknown,,,78,,
2146694,2146694,,Unknown,,,78,,
2146693,2146693,,Unknown,,,78,,
2146692,2146692,,Unknown,,,78,,
2146687,2146687,,Unknown,,,78,,
2146683,2146683,,Unknown,,,78,,
2146682,2146682,,Unknown,,,78,,
2146678,2146678,,Unknown,,,78,,
2146677,2146677,,Unknown,,,78,,
2146673,2146673,,Unknown,,,78,,
2146669,2146669,,Unknown,,,78,,
2146667,2146667,,Unknown,,,78,,
2146664,2146664,,Unknown,,,78,,
2153057,2153057,,Unknown,,,22,,
2153054,2153054,,Unknown,,,22,,
2153052,2153052,,Unknown,,,22,,
2153051,2153051,,Unknown,,,22,,
2153046,2153046,,Unknown,,,22,,
2153045,2153045,,Unknown,,,22,,
2153043,2153043,,Unknown,,,22,,
2153042,2153042,,Unknown,,,22,,
2153037,2153037,,Unknown,,,22,,
2153022,2153022,,Unknown,,,22,,
2153018,2153018,,Unknown,,,22,,
2153015,2153015,,Unknown,,,22,,
2153014,2153014,,Unknown,,,22,,
2146729,2146729,,Unknown,,,78,,
2146727,2146727,,Unknown,,,78,,
2146723,2146723,,Unknown,,,78,,
2146722,2146722,,Unknown,,,78,,
2146721,2146721,,Unknown,,,78,,
2146703,2146703,,Unknown,,,78,,
2146702,2146702,,Unknown,,,78,,
2146699,2146699,,Unknown,,,78,,
2146698,2146698,,Unknown,,,78,,
2146697,2146697,,Unknown,,,78,,
2146694,2146694,,Unknown,,,78,,
2146693,2146693,,Unknown,,,78,,
2146692,2146692,,Unknown,,,78,,
2146687,2146687,,Unknown,,,78,,
2146683,2146683,,Unknown,,,78,,
2146682,2146682,,Unknown,,,78,,
2146678,2146678,,Unknown,,,78,,
2146677,2146677,,Unknown,,,78,,
2146673,2146673,,Unknown,,,78,,
2146669,2146669,,Unknown,,,78,,
2146667,2146667,,Unknown,,,78,,
2146664,2146664,,Unknown,,,78,,
2153057,2153057,,Unknown,,,22,,
2153054,2153054,,Unknown,,,22,,
2153052,2153052,,Unknown,,,22,,
2153051,2153051,,Unknown,,,22,,
2153046,2153046,,Unknown,,,22,,
2153045,2153045,,Unknown,,,22,,
2153043,2153043,,Unknown,,,22,,
2153042,2153042,,Unknown,,,22,,
2153037,2153037,,Unknown,,,22,,
2153022,2153022,,Unknown,,,22,,
2153018,2153018,,Unknown,,,22,,
2153015,2153015,,Unknown,,,22,,
2153014,2153014,,Unknown,,,22,,
2146731,2146731,,Unknown,,,78,,
2146728,2146728,,Unknown,,,78,,
2146724,2146724,,Unknown,,,78,,
2146720,2146720,,Unknown,,,78,,
2146719,2146719,,Unknown,,,78,,
2146718,2146718,,Unknown,,,78,,
2146716,2146716,,Unknown,,,78,,
2146714,2146714,,Unknown,,,78,,
2146709,2146709,,Unknown,,,78,,
2146708,2146708,,Unknown,,,78,,
2146681,2146681,,Unknown,,,78,,
2146676,2146676,,Unknown,,,78,,
2146671,2146671,,Unknown,,,78,,
2146670,2146670,,Unknown,,,78,,
2146663,2146663,,Unknown,,,78,,
2146660,2146660,,Unknown,,,78,,
2153053,2153053,,Unknown,,,22,,
2153048,2153048,,Unknown,,,22,,
2153040,2153040,,Unknown,,,22,,
2153036,2153036,,Unknown,,,22,,
2153032,2153032,,Unknown,,,22,,
2153030,2153030,,Unknown,,,22,,
2153012,2153012,,Unknown,,,22,,
2153011,2153011,,Unknown,,,22,,
2153009,2153009,,Unknown,,,22,,
2153007,2153007,,Unknown,,,22,,
2146731,2146731,,Unknown,,,78,,
2146728,2146728,,Unknown,,,78,,
2146724,2146724,,Unknown,,,78,,
2146720,2146720,,Unknown,,,78,,
2146719,2146719,,Unknown,,,78,,
2146718,2146718,,Unknown,,,78,,
2146716,2146716,,Unknown,,,78,,
2146714,2146714,,Unknown,,,78,,
2146709,2146709,,Unknown,,,78,,
2146708,2146708,,Unknown,,,78,,
2146681,2146681,,Unknown,,,78,,
2146676,2146676,,Unknown,,,78,,
2146671,2146671,,Unknown,,,78,,
2146670,2146670,,Unknown,,,78,,
2146663,2146663,,Unknown,,,78,,
2146660,2146660,,Unknown,,,78,,
2153053,2153053,,Unknown,,,22,,
2153048,2153048,,Unknown,,,22,,
2153040,2153040,,Unknown,,,22,,
2153036,2153036,,Unknown,,,22,,
2153032,2153032,,Unknown,,,22,,
2153030,2153030,,Unknown,,,22,,
2153012,2153012,,Unknown,,,22,,
2153011,2153011,,Unknown,,,22,,
2153009,2153009,,Unknown,,,22,,
2153007,2153007,,Unknown,,,22,,
2146733,2146733,,Unknown,,,78,,
2146730,2146730,,Unknown,,,78,,
2146726,2146726,,Unknown,,,78,,
2146725,2146725,,Unknown,,,78,,
2146717,2146717,,Unknown,,,78,,
2146711,2146711,,Unknown,,,78,,
2146710,2146710,,Unknown,,,78,,
2146706,2146706,,Unknown,,,78,,
2146701,2146701,,Unknown,,,78,,
2146696,2146696,,Unknown,,,78,,
2146691,2146691,,Unknown,,,78,,
2146690,2146690,,Unknown,,,78,,
2146689,2146689,,Unknown,,,78,,
2146688,2146688,,Unknown,,,78,,
2146686,2146686,,Unknown,,,78,,
2146680,2146680,,Unknown,,,78,,
2146675,2146675,,Unknown,,,78,,
2146672,2146672,,Unknown,,,78,,
2146665,2146665,,Unknown,,,78,,
2146662,2146662,,Unknown,,,78,,
2146659,2146659,,Unknown,,,78,,
2146658,2146658,,Unknown,,,78,,
2153056,2153056,,Unknown,,,22,,
2153055,2153055,,Unknown,,,22,,
2153050,2153050,,Unknown,,,22,,
2153047,2153047,,Unknown,,,22,,
2153041,2153041,,Unknown,,,22,,
2153034,2153034,,Unknown,,,22,,
2153033,2153033,,Unknown,,,22,,
2153031,2153031,,Unknown,,,22,,
2153027,2153027,,Unknown,,,22,,
2153025,2153025,,Unknown,,,22,,
2153023,2153023,,Unknown,,,22,,
2153020,2153020,,Unknown,,,22,,
2153019,2153019,,Unknown,,,22,,
2153017,2153017,,Unknown,,,22,,
2146733,2146733,,Unknown,,,78,,
2146730,2146730,,Unknown,,,78,,
2146726,2146726,,Unknown,,,78,,
2146725,2146725,,Unknown,,,78,,
2146717,2146717,,Unknown,,,78,,
2146711,2146711,,Unknown,,,78,,
2146710,2146710,,Unknown,,,78,,
2146706,2146706,,Unknown,,,78,,
2146701,2146701,,Unknown,,,78,,
2146696,2146696,,Unknown,,,78,,
2146691,2146691,,Unknown,,,78,,
2146690,2146690,,Unknown,,,78,,
2146689,2146689,,Unknown,,,78,,
2146688,2146688,,Unknown,,,78,,
2146686,2146686,,Unknown,,,78,,
2146680,2146680,,Unknown,,,78,,
2146675,2146675,,Unknown,,,78,,
2146672,2146672,,Unknown,,,78,,
2146665,2146665,,Unknown,,,78,,
